Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Lyon Richardson","CIN",1.21041,1.04014,0,4.5999,17.6741,0.0666655,0,0.901194,0.0811227,20.305,89.9289,20.1502,11.2803,10.3779,2.55865,9.7435,0.785193,0.947592,17.7631,7.8733,4.31871,1.82307,1.1341,0.197523,0.108347,0.08917667716741562,0.2543,1.47223,0.298586,0.707422,,,4.60323,-0.0168433,0.00808765,999,1.28887,-0.886571,1.1297,1.28887,0.886571,3.49373,66.1,3.3049999999999997,68,3.4,,,,,,,,,,,,,,,,,,,"Lyon Richardson","24581",680689
"Walbert Urena","LAA",0.121096,0.694821,0.121089,4.81199,8.32595,0.165592,0,0.859891,0,9.48773,42.3427,9.7295,5.51387,5.07276,1.08337,4.73748,0.246173,0.266374,7.35206,6.97412,4.49394,1.55189,1.02767,0.173632,0.111884,0.06174805760383606,0.260573,1.52481,0.299139,0.691346,,,4.65196,-0.017502,-0.131396,999,0.825531,-0.564849,1.38208,0.825531,0.564849,3.15723,31.30000000000001,3.477777777777779,35,3.888888888888889,,,,,,,,,,,,,,,,,,,"Walbert Urena","sa3018298",700712
"T.J. McFarland",,0.727781,1.23826,0,4.39269,26.1977,0,0,1.38579,0.773417,24.9041,108.945,26.6206,13.2121,12.1551,2.69613,8.43847,0.533265,1.41518,17.0234,6.15204,3.04955,2.01736,0.974344,0.156257,0.0774562,0.07880093902349472,0.268646,1.40776,0.301422,0.698333,,,4.36239,-0.0175662,0.00648933,999,0.989588,-0.577565,1.1853,0.989588,0.577565,3.4196,88.89999999999999,3.5559999999999996,97,3.88,,,,,,,,,,,,,,,,,,,"T.J. McFarland","3237",519008
"Daison Acosta","SDP",0.640022,0.761151,0,4.30812,14.9539,0,0,1.25801,0,15.5801,68.0479,13.8,8.10638,7.45787,2.00423,8.05905,0.619095,0.850767,15.7643,9.10644,4.65539,1.9561,1.15777,0.231666,0.118432,0.11323345452547073,0.233352,1.40301,0.285132,0.721806,,,4.49943,-0.0179203,0.0368532,999,1.21184,0.335126,1.27674,1.21184,-0.335126,3.29768,66.4,4.15,63,3.9375,,,,,,,,,,,,,,,,,,,"Daison Acosta","sa944989",670897
"Alex Carrillo","NYM",0.580369,1.69144,0,4.43781,19.3401,0,0,1.23035,0,21.6979,93.6359,19.0583,11.6294,10.699,3.33206,9.98495,0.24498,1.45173,22.0847,9.16044,4.14162,2.2118,1.3821,0.235857,0.106636,0.12922140210866928,0.231855,1.33853,0.276956,0.714317,,,4.6771,-0.0190699,-0.0512588,999,1.17079,-1.57166,1.20733,1.17079,1.57166,3.39023,91.5,4.159090909090909,86,3.909090909090909,,,,,,,,,,,,,,,,,,,"Alex Carrillo","26463",692024
"Sam Bachman","LAA",1.40421,1.84957,0,4.4709,25.0404,0,0.0452992,1.34092,1.76381,26.3273,116.266,25.7715,14.2158,13.0785,2.89108,12.3539,0.506999,1.52796,22.3927,7.65497,4.22317,1.81261,0.988319,0.1926,0.106255,0.08634418994188309,0.251714,1.44813,0.296763,0.701616,,,4.44344,-0.0192165,-0.0451764,999,1.34785,-1.45765,1.05079,1.34785,1.45765,3.59894,93.9,3.6115384615384616,97,3.730769230769231,,,,,,,,,,,,,,,,,,,"Sam Bachman","29754",696147
"Vinny Nittoli","BOS",0.705211,0.608068,0,4.68001,11.9332,0,0,0.751508,0,13.1278,57.1954,13.5407,7.42006,6.82646,1.87151,4.75206,0.19261,0.700794,11.208,7.68386,3.25787,2.35855,1.28305,0.19596,0.0830847,0.11287488043308258,0.261695,1.39344,0.301819,0.693738,,,4.52702,-0.0194794,-0.0188649,999,0.741572,-0.143539,1.30504,0.741572,0.143539,3.25995,43.199999999999996,3.323076923076923,47,3.6153846153846154,,,,,,,,,,,,,,,,,,,"Vinny Nittoli","16754",657697
"Hogan Harris","ATH",2.76672,2.99486,0.182577,4.24249,53.9749,0.249678,8.16664,10.3116,0,65.1641,283.245,60.0079,33.3886,30.7176,7.89904,30.4493,1.78225,2.94359,62.5421,8.63788,4.20545,2.05397,1.09096,0.220806,0.107502,0.11330415308475494,0.240174,1.38815,0.290445,0.718761,,,4.32877,-0.0208245,0.0985801,712.0999755859375,2.0903,-0.705665,0.880763,2.0903,0.705665,3.82565,333.6,5.132307692307693,328,5.046153846153846,,,,,,,,,,,,,,,,,,,"Hogan Harris","21520",663687
"Francis Pena","SDP",0.615044,0.590681,0,4.37984,9.66953,0,0,0.857574,0,10.0542,44.2768,9.93388,5.31833,4.89287,1.17947,4.57022,0.257414,0.514942,7.98483,7.1476,4.09103,1.74714,1.0558,0.180339,0.103219,0.07711951434612274,0.25347,1.44259,0.291548,0.714688,,,4.58915,-0.0213381,0.0230332,999,0.450364,-1.09532,1.36753,0.450364,1.09532,3.17663,37.7,3.7700000000000005,39,3.9,,,,,,,,,,,,,,,,,,,"Francis Pena","sa3019374",800212
"Chayce McDermott","BAL",0.554716,1.41372,0.308591,4.95508,8.23473,1.74308,0,0.52734,0,14.5198,65.3938,13.7343,8.68925,7.99411,2.18808,8.64454,0.0871883,0.76224,13.9619,8.65418,5.35824,1.61512,1.35626,0.213505,0.132192,0.08131332695484161,0.245312,1.54126,0.289836,0.708735,,,5.1146,-0.0213853,-0.0482298,999,2.93125,-1.86971,1.22294,2.93125,1.86971,3.36941,52.00000000000001,3.4666666666666672,51,3.4,,,,,,,,,,,,,,,,,,,"Chayce McDermott","29866",694646
"Isaiah Campbell","ARI",1.6416,1.76118,0,4.55351,19.6809,0,0,1.01662,1.1682,21.184,93.2779,23.0795,11.6499,10.7179,2.42275,7.4988,0.352563,1.05431,15.2552,6.48115,3.18586,2.03435,1.02931,0.163545,0.080392,0.08315323293209076,0.272405,1.44346,0.308094,0.696243,,,4.39292,-0.0224156,-0.0797156,999,1.84231,-1.85057,1.12858,1.84231,1.85057,3.49523,81.00000000000001,3.8571428571428577,89,4.238095238095238,,,,,,,,,,,,,,,,,,,"Isaiah Campbell","25551",663462
"Victor Mederos","LAA",0.87999,1.69528,0.314995,4.89543,20.0336,0.583116,0,0.725945,1.39871,26.4297,117.346,26.8634,15.6262,14.3761,3.63815,11.1922,0.390714,2.37998,20.7078,7.05156,3.81123,1.8502,1.23888,0.176468,0.0953778,0.0810905396938324,0.258865,1.43988,0.292407,0.680459,,,4.89818,-0.0231861,-0.192065,999,1.81038,-1.82304,1.05896,1.81038,1.82304,3.58805,79.99999999999999,3.076923076923076,85,3.269230769230769,,,,,,,,,,,,,,,,,,,"Victor Mederos","31533",682989
"Joe Ross",,1.44004,1.52803,0.0107589,4.40198,33.9151,0.31524,0,0.637713,1.23513,38.8891,168.147,38.8146,20.675,19.021,5.13355,14.257,0.87527,1.9083,32.0257,7.41161,3.29946,2.24631,1.18804,0.190462,0.0847889,0.1056731790304184,0.25539,1.36469,0.293331,0.706045,,,4.45121,-0.0241302,-0.0631674,999,0.950039,-0.418187,0.940012,0.950039,0.418187,3.74665,145.70000000000002,3.7358974358974364,150,3.8461538461538463,,,,,,,,,,,,,,,,,,,"Joe Ross","12972",605452
"Lazaro Estrada","TOR",0.79339,1.06374,0.0387673,4.49344,15.8821,0.0530151,0,0.721164,0.461261,20.8276,89.3341,20.7931,11.3028,10.3986,3.30947,6.674,0.326015,1.25877,19.308,8.34339,2.88397,2.89302,1.43009,0.216133,0.0747084,0.14142466336488724,0.25544,1.31879,0.297423,0.707909,,,4.48937,-0.0246796,-0.0251607,999,3.21499,-1.5235,1.21907,3.21499,1.5235,3.37457,81.9,3.9000000000000004,84,4,,,,,,,,,,,,,,,,,,,"Lazaro Estrada","24914",681751
"Angel Perdomo","LAA",0.725868,0.908536,0,4.39127,14.4888,0,0,0.787449,0,15.0354,65.9318,13.0325,7.974,7.33608,1.95351,7.88288,0.354663,1.26332,15.9539,9.54976,4.71858,2.02387,1.16934,0.241975,0.119561,0.12241440266370773,0.229503,1.39107,0.284966,0.711829,,,4.52695,-0.0250149,-0.0182497,999,0.89052,-0.940729,1.26969,0.89052,0.940729,3.30708,61.60000000000001,4.106666666666667,58,3.8666666666666667,,,,,,,,,,,,,,,,,,,"Angel Perdomo","17759",622780
"Randy Dobnak","SEA",0.502941,0.744411,0.100143,4.26534,9.59877,0.17868,0,0.686822,0,12.3517,54.1146,12.4145,6.36282,5.85379,1.41658,5.10654,0.285022,0.650132,9.3811,6.83549,3.72085,1.83708,1.03219,0.173356,0.0943653,0.07899096608161926,0.256721,1.41851,0.292807,0.718132,,,4.50526,-0.0252007,0.0204843,999,1.78252,-1.69135,1.35919,1.78252,1.69135,3.18775,49.30000000000001,4.108333333333334,51,4.25,,,,,,,,,,,,,,,,,,,"Randy Dobnak","23798",677976
"Tejay Antone","CIN",0.646335,0.640432,0,5.02324,11.262,0,0,0.667276,0,11.7111,52.2032,11.9977,7.10479,6.5364,1.68243,5.47757,0.231003,0.648661,10.1905,7.83144,4.20953,1.86041,1.29295,0.195209,0.104928,0.09028075635433197,0.260384,1.4922,0.301581,0.685885,,,4.83175,-0.0267161,-0.0336897,999,1.0607,-1.09127,1.28813,1.0607,1.09127,3.28249,39.000000000000014,3.2500000000000013,40,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Tejay Antone","16233",622088
"Chad Green",,1.67304,2.02403,0,4.58044,39.6072,0,0.655321,1.53499,0.834395,40.9553,174.17,40.0887,22.6562,20.8437,6.86465,13.4245,1.27006,1.47722,35.7871,7.86427,2.95006,2.6658,1.50852,0.205472,0.0770768,0.12839488685131073,0.251705,1.30662,0.284899,0.70285,,,4.65805,-0.0267684,-0.160192,999,1.38996,0.337428,0.9114,1.38996,-0.337428,3.7848,156.30000000000007,3.812195121951221,157,3.8292682926829267,,,,,,,,,,,,,,,,,,,"Chad Green","15552",643338
"Jackson Rutledge","WSN",2.60473,2.60004,0,4.64983,52.3221,0.0893255,0.87766,7.79968,0,59.8683,260.697,59.6637,33.6204,30.9308,8.72605,22.7168,0.782651,4.09933,51.7591,7.78094,3.41501,2.27845,1.31179,0.198542,0.0871387,0.11140276491641998,0.255104,1.37603,0.293766,0.694944,,,4.6446,-0.0277345,-0.233378,999,3.8619,-1.63507,0.544752,3.8619,1.63507,4.27366,237.3,3.955,243,4.05,,,,,,,,,,,,,,,,,,,"Jackson Rutledge","26215",671131
"Michael Tonkin","MIN",1.28948,0.99408,0,4.47146,26.062,0,0.0248282,0.768838,1.35377,28.324,121.65,26.9213,15.2958,14.0722,4.01941,9.98483,0.481003,2.32062,25.8828,8.22429,3.1727,2.59221,1.27717,0.212765,0.0820786,0.13068631291389465,0.246207,1.303,0.288284,0.690889,,,4.45568,-0.028064,-0.0375472,999,0.638416,0.468678,1.09473,0.638416,-0.468678,3.54036,107.80000000000005,3.850000000000002,108,3.857142857142857,,,,,,,,,,,,,,,,,,,"Michael Tonkin","10315",543859
"Joe La Sorsa","PIT",0.295865,0.547938,0,4.47269,6.70054,0,0,0,0,8.41866,36.039,8.59528,4.54759,4.18379,1.15654,2.61959,0.180316,0.325857,5.85352,6.25773,2.80049,2.23451,1.2364,0.162422,0.0726877,0.08973398804664612,0.259726,1.33214,0.285189,0.694818,,,4.58005,-0.0284487,-0.0684625,999,1.6971,-2.06339,1.43882,1.6971,2.06339,3.08157,26.500000000000007,3.312500000000001,30,3.75,,,,,,,,,,,,,,,,,,,"Joe La Sorsa","25481",686747
"Seth Martinez","BOS",0.775722,0.951485,0,4.66669,17.6163,0,0.0548069,0.649443,0,18.7077,81.7535,18.7941,10.5438,9.70033,2.64914,7.41303,0.359961,1.107,15.4489,7.43224,3.56631,2.08402,1.27446,0.188969,0.0906754,0.09829361736774445,0.256633,1.40088,0.292824,0.696198,,,4.69071,-0.0292533,-0.0787452,999,1.02439,1.76897,1.2182,1.02439,-1.76897,3.37574,64.29999999999998,3.3842105263157887,66,3.473684210526316,,,,,,,,,,,,,,,,,,,"Seth Martinez","21045",661527
"Josh Fleming","TOR",0.251805,0.624432,0,4.4046,8.1668,0,0.00197695,1.03555,0.173316,9.0933,39.7787,10.277,4.83724,4.45026,1.00964,2.86634,0.323619,0.173839,4.95696,4.90609,2.83693,1.72937,0.999285,0.124613,0.0720572,0.05255620926618576,0.279733,1.44538,0.301162,0.708117,,,4.4913,-0.0295531,-0.0726245,999,0.740651,-0.810606,1.42661,0.740651,0.810606,3.09786,33.30000000000001,3.700000000000001,37,4.111111111111111,,,,,,,,,,,,,,,,,,,"Josh Fleming","20418",676596
"Alek Jacob","SDP",0.788962,0.952473,0,4.63491,24.0613,0,0,1.23152,0,27.0248,117.389,25.9362,15.1277,13.9175,3.91413,10.9403,0.413018,1.8708,23.5468,7.84174,3.64343,2.1523,1.30351,0.200587,0.0931968,0.10739060491323471,0.248007,1.36454,0.285565,0.692708,,,4.69753,-0.0296415,-0.0905916,999,1.9001,0.189368,1.10822,1.9001,-0.189368,3.52238,96.00000000000003,3.5555555555555567,96,3.5555555555555554,,,,,,,,,,,,,,,,,,,"Alek Jacob","29628",689690
"J.P. France","HOU",0.890611,0.787785,0,4.43258,13.5307,0.416698,0,0.871966,0,16.2661,70.0518,15.5754,8.70782,8.01119,2.22127,6.71262,0.221578,0.429484,14.4054,7.97048,3.71408,2.14602,1.22902,0.205639,0.0958237,0.10981544852256775,0.247583,1.37021,0.288531,0.708104,,,4.45641,-0.0297492,-0.0826788,999,0.909806,-1.57965,1.26414,0.909806,1.57965,3.31449,63.20000000000001,3.9500000000000006,65,4.0625,,,,,,,,,,,,,,,,,,,"J.P. France","21212",641585
"Alex Hoppe","SEA",0.457197,0.686724,0,4.28394,11.37,0,0,0.898746,0,11.9685,52.7965,11.7511,6.19231,5.69693,1.34455,5.71151,0.304962,0.505522,10.3373,7.77339,4.29491,1.80991,1.01107,0.195795,0.10818,0.08761566132307053,0.252281,1.45905,0.298203,0.723372,,,4.4265,-0.0302925,-0.0240637,999,1.3476,-0.766238,1.34728,1.3476,0.766238,3.20363,48.30000000000001,4.025000000000001,50,4.166666666666667,,,,,,,,,,,,,,,,,,,"Alex Hoppe","sa3020836",695380
"Domingo Gonzalez","SEA",0.854795,0.850873,0,4.27548,15.7164,0,0,1.0079,0,16.421,70.8744,14.8784,8.47917,7.80083,2.04618,7.26771,0.371235,0.943322,15.4559,8.47106,3.98328,2.12665,1.12147,0.218074,0.102543,0.11553087085485458,0.237433,1.34865,0.284141,0.708812,,,4.37268,-0.0303024,-0.0321035,999,0.966076,1.1959,1.27648,0.966076,-1.1959,3.29803,64.80000000000001,4.050000000000001,64,4,,,,,,,,,,,,,,,,,,,"Domingo Gonzalez","sa3007495",682445
"Kevin Abel","CIN",0.114411,0.570741,0,5.15317,7.02591,0,0,0.66704,0,7.31685,32.6189,7.38527,4.55374,4.18944,1.11789,3.65698,0.164217,0.284653,6.23642,7.67103,4.49822,1.70535,1.37504,0.19119,0.112112,0.07907810062170029,0.25753,1.50915,0.293926,0.684643,,,5.03275,-0.0307169,-0.106988,999,1.19404,-0.628204,1.40774,1.19404,0.628204,3.12301,25.3,3.6142857142857143,26,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Kevin Abel","sa3017879",674265
"Casey Lawrence","SEA",0.140691,0.713755,0.3414,5.2726,1.69496,1.39745,0,0.0532474,0,7.90873,34.4578,9.16988,5.03618,4.63329,1.50899,2.02202,0.0779173,0.25149,3.86674,4.40029,2.30102,1.91232,1.71721,0.112217,0.058681,0.05353570729494095,0.284918,1.41513,0.285763,0.677994,,,5.50011,-0.0307573,-0.0526412,999,1.21812,-0.567288,1.42858,1.21812,0.567288,3.09522,13.200000000000003,1.6500000000000004,16,2,,,,,,,,,,,,,,,,,,,"Casey Lawrence","11121",596271
"Hobie Harris","BOS",0.189528,0.640066,0,4.95967,6.51748,0,0,0.773508,0,6.75604,30.119,7.17595,4.04682,3.72308,0.934178,3.1738,0.133616,0.109157,5.2435,6.98509,4.22795,1.65212,1.24446,0.174093,0.105375,0.06871765851974487,0.2674,1.53193,0.302143,0.69708,,,4.83823,-0.0319659,-0.0238505,999,0.584591,-0.808376,1.41937,0.584591,0.808376,3.1075,26.3,3.757142857142857,27,3.857142857142857,,,,,,,,,,,,,,,,,,,"Hobie Harris","18615",665048
"Peyton Pallette","CLE",1.3652,1.9768,0,4.42446,37.6378,0,0,3.97334,0,40.1995,174.1,37.7139,21.4808,19.7624,5.51215,17.1095,0.81689,2.29627,38.9853,8.72816,3.83053,2.27858,1.23408,0.223924,0.0982737,0.12565069645643234,0.243796,1.36378,0.29222,0.707814,,,4.42631,-0.0324848,-0.0656502,999,2.10952,-0.186364,0.883944,2.10952,0.186364,3.82141,160.39999999999998,4.01,159,3.975,,,,,,,,,,,,,,,,,,,"Peyton Pallette","sa3020742",688883
"Michael Petersen","MIA",0.68215,1.03973,0,4.48617,23.2505,0,0,1.26787,1.1322,25.3099,109.614,24.6355,13.7131,12.6161,3.69515,10.1178,1.17747,1.20889,23.4123,8.32524,3.59782,2.31397,1.31397,0.213589,0.0923042,0.12128466367721558,0.250647,1.37311,0.294189,0.711296,,,4.5256,-0.0325956,-0.0614156,999,2.88778,-2.00808,1.14307,2.88778,2.00808,3.47591,87.80000000000001,3.5120000000000005,90,3.6,,,,,,,,,,,,,,,,,,,"Michael Petersen","20827",656848
"Jake Eder","WSN",0.69317,1.83056,0.0351918,4.61845,19.4056,0.0481256,0,0.996702,0,24.7527,108.225,25.2188,13.8067,12.7021,3.48061,9.38852,0.68278,1.58702,20.3214,7.38878,3.41363,2.16449,1.26554,0.18777,0.0867502,0.10101993381977081,0.259321,1.39812,0.29597,0.699548,,,4.65141,-0.0327319,-0.0803772,999,6.37188,-2.56284,1.14279,6.37188,2.56284,3.47627,94.1,3.764,97,3.88,,,,,,,,,,,,,,,,,,,"Jake Eder","27590",671109
"Génesis Cabrera","PHI",0.441815,0.871843,0,4.62066,17.571,0,0.0166221,1.15079,0.670126,18.2937,79.6699,17.8772,10.2088,9.39213,2.70808,7.67419,0.507754,0.883811,16.3561,8.04675,3.77549,2.13132,1.3323,0.205299,0.0963249,0.10897383838891983,0.251395,1.39673,0.291446,0.705077,,,4.67483,-0.0330319,-0.033613,999,1.37308,-0.512379,1.24697,1.37308,0.512379,3.33738,58.500000000000014,3.250000000000001,60,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Genesis Cabrera","17490",650893
"Daysbel Hernández","ATL",2.035,1.77039,0,4.26602,30.5021,0,0,4.14958,1.05603,32.1941,142.444,28.5598,16.587,15.2601,3.61601,18.4472,0.795808,1.75257,33.4544,9.35233,5.15698,1.81353,1.01087,0.23486,0.129504,0.10535536706447601,0.233628,1.46011,0.292856,0.725242,,,4.3993,-0.0330495,-0.00164147,999,1.43247,-0.601939,0.895175,1.43247,0.601939,3.80643,134.20000000000002,4.1937500000000005,130,4.0625,,,,,,,,,,,,,,,,,,,"Daysbel Hernandez","20271",678226
"Andrew Walters","CLE",1.33296,0.802308,0,4.11774,25.7434,0.330164,0,1.14238,0,25.7253,110.03,21.8309,12.7935,11.77,3.68132,12.3594,0.242387,0.979563,28.0778,9.82304,4.32393,2.27178,1.28791,0.255182,0.112327,0.14285539090633392,0.225779,1.32906,0.279516,0.736895,,,4.3681,-0.0335352,0.0250082,999,0.901782,-0.508498,1.11472,0.901782,0.508498,3.5137,106.99999999999999,4.115384615384615,99,3.8076923076923075,,,,,,,,,,,,,,,,,,,"Andrew Walters","33834",689958
"Tanner Rainey","DET",0.372536,0.399835,0,4.58566,12.6206,0,0.00875623,0.898878,0.210392,13.0538,57.4027,11.6844,7.22952,6.65116,1.71065,6.9669,0.174565,0.764785,12.7305,8.77707,4.80335,1.82728,1.17941,0.221775,0.121369,0.10040602833032608,0.235235,1.4288,0.283104,0.702602,,,4.66515,-0.033563,-0.0291446,999,1.10497,-1.45408,1.31664,1.10497,1.45408,3.24448,46.39999999999999,3.5692307692307685,45,3.4615384615384617,,,,,,,,,,,,,,,,,,,"Tanner Rainey","17610",663432
"Taylor Rashi","ARI",0.972514,1.14638,0,4.08011,14.3907,0,0.168054,0,1.29828,21.5282,94.1405,20.851,10.6084,9.75972,2.60508,9.84218,0.377576,0.800161,19.2065,8.02938,4.11458,1.95145,1.08907,0.204019,0.104548,0.09947147220373154,0.249718,1.42572,0.295784,0.742614,,,4.40696,-0.0344853,0.0740715,999,1.37082,-0.14371,1.20031,1.37082,0.14371,3.39958,76.30000000000001,3.4681818181818187,76,3.4545454545454546,,,,,,,,,,,,,,,,,,,"Taylor Rashi","26344",688497
"Dale Stanavich","MIA",0.676194,0.661921,0,4.47235,9.82231,0,0,0.921718,0,10.2086,45.7653,9.79478,5.51406,5.07293,1.16904,5.64402,0.267674,0.619524,9.01547,7.94813,4.97583,1.59735,1.03064,0.196993,0.123325,0.07366808503866196,0.247958,1.51233,0.29422,0.719072,,,4.69825,-0.0350628,-0.0643001,999,0.3818,1.26446,1.33466,0.3818,-1.26446,3.22045,36.7,3.6700000000000004,38,3.8,,,,,,,,,,,,,,,,,,,"Dale Stanavich","sa3019833",689359
"Yunior Marte","CIN",0.346194,0.446381,0,4.91207,8.33989,0,0,0.439521,0.28489,8.67809,38.335,8.85119,5.14824,4.73638,1.22828,3.79168,0.176525,0.438876,7.28347,7.55365,3.93233,1.92091,1.27384,0.189995,0.0989091,0.091086246073246,0.259532,1.45687,0.297855,0.686115,,,4.75903,-0.0363872,-0.0301972,999,1.27728,-1.09177,1.38185,1.27728,1.09177,3.15753,32.90000000000001,3.655555555555557,34,3.7777777777777777,,,,,,,,,,,,,,,,,,,"Yunior Marte","14416",628708
"Casey Legumina","SEA",2.75837,3.2511,0,4.28809,47.4824,0.134281,0.0260284,4.49411,1.03025,50.5538,216.723,46.9393,26.181,24.0866,6.72251,20.185,1.15972,2.48713,47.8455,8.51785,3.59349,2.37035,1.1968,0.220768,0.0931372,0.12763095647096634,0.241892,1.32778,0.288328,0.709431,,,4.31641,-0.0364146,-0.157102,999,2.28527,-0.579002,0.694151,2.28527,0.579002,4.07447,215.10000000000008,4.217647058823531,210,4.117647058823529,,,,,,,,,,,,,,,,,,,"Casey Legumina","25921",668984
"Jake Miller","CLE",0.831363,0.818649,0,4.64146,9.5342,0,0,0.906889,0,9.88,42.9979,10.2794,5.53837,5.0953,1.37903,3.78023,0.253705,0.187488,7.28265,6.634,3.44353,1.92651,1.25621,0.169372,0.0879166,0.08145557343959808,0.263371,1.42304,0.293079,0.702555,,,4.68021,-0.0370632,-0.0939211,999,0.418153,1.27312,1.35068,0.418153,-1.27312,3.19909,41.7,4.17,43,4.3,,,,,,,,,,,,,,,,,,,"Jake Miller","sa3018171",681313
"Corbin Martin","CHC",0.158639,0.462786,0,4.70279,7.10301,0.0419105,0.0443598,0.808088,0,7.64263,33.7871,7.40952,4.34078,3.99352,1.02191,3.82444,0.123234,0.313062,6.83147,8.04477,4.50368,1.78627,1.20341,0.202192,0.113192,0.08899948000907898,0.249903,1.46991,0.293061,0.70315,,,4.70977,-0.0374504,0.00659938,999,1.05549,-0.568393,1.41752,1.05549,0.568393,3.10997,34.7,4.3375,33,4.125,,,,,,,,,,,,,,,,,,,"Corbin Martin","19884",656686
"Kyle Bischoff","MIN",0.0763947,0.580195,0,4.89539,5.72052,0,0,0.675641,0,5.928,26.8418,5.86713,3.50482,3.22443,0.755758,3.18108,0.155026,0.543122,5.04445,7.65857,4.82958,1.58577,1.14741,0.187932,0.118512,0.06942028552293777,0.253795,1.52635,0.295158,0.693779,,,4.97531,-0.0378526,-0.0894098,999,0.746067,-0.842027,1.4429,0.746067,0.842027,3.07613,18.500000000000007,3.0833333333333344,19,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Kyle Bischoff","sa3022176",680253
"Cole Irvin","LAD",0.149378,0.17444,0.00610661,4.79887,7.10164,0.18286,0.000498651,0.761889,0,8.12531,35.5613,8.48502,4.70922,4.33248,1.23237,2.89612,0.12222,0.535504,6.30702,6.98597,3.20788,2.17775,1.36503,0.177356,0.0814401,0.09591608494520187,0.264087,1.4007,0.294939,0.690973,,,4.82143,-0.037942,-0.0828068,999,1.10859,-0.601608,1.4252,1.10859,0.601608,3.09974,30.100000000000005,3.7625000000000006,31,3.875,,,,,,,,,,,,,,,,,,,"Cole Irvin","19244",608344
"Guillo Zuñiga","SEA",0.114782,0.542949,0,4.5084,7.0154,0,0.00678022,0.666917,0,7.31685,31.7876,6.89253,3.98397,3.66525,1.03949,3.12773,0.23077,0.475348,6.51339,8.01172,3.84722,2.08247,1.27861,0.204903,0.0983944,0.1065090224146843,0.24455,1.36948,0.283692,0.704764,,,4.67894,-0.038399,-0.068628,999,1.03203,0.216046,1.44824,1.03203,-0.216046,3.06901,30.300000000000015,4.328571428571431,31,4.428571428571429,,,,,,,,,,,,,,,,,,,"Guillo Zuniga","19588",670871
"Tyler Ferguson","ATH",1.96938,1.89387,0,4.36506,41.2655,0,0.194619,4.27352,2.28739,43.7561,191.001,38.7687,23.0674,21.222,5.33145,21.8706,1.14049,3.03191,43.2009,8.8858,4.49847,1.9753,1.0966,0.226181,0.114505,0.11167604476213455,0.233407,1.38585,0.284411,0.706568,,,4.45186,-0.0393444,-0.000803879,999,1.7302,-0.473294,0.776399,1.7302,0.473294,3.9648,189.70000000000002,4.3113636363636365,182,4.136363636363637,,,,,,,,,,,,,,,,,,,"Tyler Ferguson","19481",621053
"Josh Ekness","MIA",0.493587,0.990076,0,4.63735,12.1617,0,0,0.972355,0,12.9623,57.3078,12.3316,7.25974,6.67896,1.61078,5.99451,0.336027,1.26136,11.47,7.96384,4.16212,1.91341,1.1184,0.200147,0.104602,0.09554460644721985,0.246377,1.41381,0.289979,0.688593,,,4.66017,-0.0399672,-0.00401654,999,0.800227,-0.166386,1.31815,0.800227,0.166386,3.24247,45.39999999999999,3.4923076923076914,44,3.3846153846153846,,,,,,,,,,,,,,,,,,,"Josh Ekness","sa3023204",694795
"Gavin Hollowell","CHC",0.753058,1.01373,0,4.47022,15.0926,0,0,1.00747,0.545977,16.4624,72.5948,15.1717,8.88778,8.17676,2.10172,8.65213,0.306101,0.865273,16.3719,8.95051,4.73011,1.89224,1.14901,0.225525,0.119184,0.10634080320596695,0.240525,1.44716,0.293024,0.715279,,,4.5402,-0.043326,-0.064967,999,2.11472,-0.612004,1.23,2.11472,0.612004,3.36,60.80000000000001,3.8000000000000007,60,3.75,,,,,,,,,,,,,,,,,,,"Gavin Hollowell","25427",668970
"Hayden Durke","ARI",0.702215,0.641075,0,4.53568,7.67734,0,0,0.853437,0,7.93934,36.0094,7.32397,4.34907,4.00115,0.85713,4.99235,0.208545,0.589596,7.73718,8.77083,5.6593,1.54981,0.971639,0.214866,0.13864,0.07622550427913666,0.240703,1.5513,0.296194,0.716715,,,4.69876,-0.0443982,0.0269298,999,0.457351,0.995872,1.3568,0.457351,-0.995872,3.19094,30.700000000000006,3.837500000000001,29,3.625,,,,,,,,,,,,,,,,,,,"Hayden Durke","sa3022733",694492
