Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Gregory Soto","PIT",2.36006,2.88125,0,3.84552,62.6542,0,2.87183,14.3829,1.82662,61.1534,262.415,54.9067,28.4018,26.1297,5.342,24.6727,1.25109,4.87931,65.1522,9.58851,3.63111,2.64066,0.786187,0.248279,0.0940218,0.15425743907690048,0.235789,1.30131,0.30526,0.709808,,,3.58969,0.496192,0.483393,999,3.15663,-1.36721,0.786931,3.15663,1.36721,3.95076,357.9000000000001,5.8672131147541,351,5.754098360655738,,,,,,,,,,,,,,,,,,,"Gregory Soto","19677",642397
"Edwin Uceta","TBR",4.81702,3.44715,0,3.76213,65.0151,0,12.4622,17.2992,1.96001,71.3507,296.657,58.6055,32.4191,29.8256,9.57374,25.8353,2.05636,4.48982,84.0028,10.5959,3.2588,3.25147,1.20761,0.283165,0.0870882,0.19607680290937424,0.220047,1.18346,0.283823,0.732312,,,3.79986,0.493606,0.523219,252.7100067138672,1.02057,-0.0857667,0.874463,1.02057,0.0857667,3.83405,455,6.408450704225352,431,6.070422535211268,,,,,,,,,,,,,,,,,,,"Edwin Uceta","20539",670955
"Tanner Gordon","COL",3.96242,6.87131,4.74988,5.53909,23.65,14.744,0,0.662989,0,85.8881,374.521,101.084,57.4568,52.8602,17.024,20.8968,0.489756,2.60604,61.7685,6.47256,2.18972,2.95588,1.7839,0.164927,0.0557961,0.10913055390119553,0.287973,1.42023,0.308787,0.65742,,,5.09447,0.48495,0.304682,999,4.46916,-0.576138,0.870322,4.46916,0.576138,3.83957,220.69999999999993,2.566279069767441,265,3.0813953488372094,,,,,,,,,,,,,,,,,,,"Tanner Gordon","27669",685299
"Tyler Holton","DET",4.16194,3.43606,0,3.59574,62.5515,0.546884,1.2566,12.6027,1.73539,69.3558,282.832,62.4053,30.119,27.7095,8.39129,16.4703,1.07184,2.13098,57.6846,7.48548,2.13728,3.50234,1.0889,0.203954,0.0582335,0.14572008699178696,0.236178,1.13726,0.272585,0.726325,,,3.84916,0.480549,0.635214,999,2.53891,1.35421,0.941221,2.53891,-1.35421,3.74504,370.00000000000006,5.362318840579711,360,5.217391304347826,,,,,,,,,,,,,,,,,,,"Tyler Holton","26231",663947
"Payton Tolle","BOS",2.67102,2.62006,2.31598,4.11075,25.5686,5.31226,0,0.863814,0,50.4826,211.345,45.6919,25.063,23.0579,7.36472,17.0169,0.298207,1.73161,51.3184,9.14901,3.03377,3.01573,1.31298,0.242819,0.0805174,0.16230111569166183,0.237242,1.24219,0.286209,0.718457,,,4.11271,0.478874,0.454505,636.2899780273438,2.76163,-0.144158,0.805995,2.76163,0.144158,3.92534,213.29999999999998,4.266,208,4.16,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Sean Newcomb","CHW",2.59114,3.21576,1.91959,3.99588,50.6308,4.1046,0.589879,4.82491,0,74.508,320.241,69.0352,35.9571,33.0806,8.44901,30.7786,2.22845,3.60934,70.5901,8.52675,3.71782,2.29348,1.02058,0.220428,0.0961106,0.12431715428829193,0.241505,1.33964,0.292949,0.725766,,,4.09907,0.476355,0.550507,999,2.10315,0.452816,0.583358,2.10315,-0.452816,4.22219,339.20000000000005,4.522666666666667,333,4.44,,,,,,,,,,,,,,,,,,,"Sean Newcomb","16943",656794
"Tyler Rogers","TOR",4.13483,3.63671,0,3.69479,69.0591,0,2.36755,23.8503,2.82243,70.471,292.422,70.567,31.4463,28.9306,6.98106,13.6257,0.967791,3.15852,47.8167,6.10677,1.74017,3.5093,0.891566,0.16352,0.0465961,0.11692345514893532,0.256014,1.19472,0.287928,0.708774,,,3.78041,0.475288,0.505649,709.0499877929688,3.24638,-0.118128,0.910513,3.24638,0.118128,3.78598,398.29999999999995,5.6899999999999995,410,5.857142857142857,,,,,,,,,,,,,,,,,,,"Tyler Rogers","15541",643511
"Tommy Nance","TOR",2.08595,3.05898,0,3.81662,53.5228,0,0.293445,8.23688,1.02748,56.8186,239.132,53.6849,26.1902,24.095,5.7634,17.2759,1.30945,2.82899,53.1963,8.42622,2.73647,3.07923,0.912915,0.222456,0.072244,0.15021174401044846,0.245106,1.2489,0.299383,0.711863,,,3.64282,0.472975,0.332554,999,3.23041,-2.3404,0.904584,3.23041,2.3404,3.79389,285.5999999999999,5.010526315789472,285,5,,,,,,,,,,,,,,,,,,,"Tommy Nance","19178",667297
"Emilio Pagán","CIN",3.15455,3.44095,0,4.06544,63.3471,0.0716821,26.035,4.10484,4.43578,65.8854,271.733,56.3865,32.3494,29.7615,10.6292,22.0774,0.78185,2.17311,72.0493,9.84199,3.01579,3.26349,1.45195,0.265148,0.0812466,0.18390099704265594,0.22784,1.19091,0.277647,0.725264,,,4.1495,0.470714,0.444211,107.56999969482422,1.42645,1.45788,1.82748,1.42645,-1.45788,2.56335,425.5000000000001,6.446969696969699,405,6.136363636363637,,,,,,,,,,,,,,,,,,,"Emilio Pagan","14771",641941
"JoJo Romero","STL",4.22448,3.73995,0,3.55816,63.1184,0,11.8941,20.7952,3.52368,64.1213,271.377,57.8183,27.5549,25.3505,5.74601,24.9218,2.11633,2.63771,59.9785,8.41851,3.498,2.40666,0.806504,0.221015,0.0918348,0.1291806995868683,0.237138,1.29037,0.292388,0.738801,,,3.71871,0.470181,0.558776,591.4299926757812,1.88049,-0.485222,1.07814,1.88049,0.485222,3.56248,428.99999999999994,6.703124999999999,422,6.59375,,,,,,,,,,,,,,,,,,,"JoJo Romero","19574",668941
"Steven Okert","HOU",2.97002,2.43626,0,3.97582,62.9137,0.094353,0.0671958,10.1857,3.56873,63.5979,264.399,53.5776,30.5379,28.0949,8.95355,22.5439,1.70362,3.20793,70.9472,10.04,3.19028,3.14707,1.26705,0.268333,0.0852645,0.18306902796030045,0.224505,1.19692,0.281102,0.716875,,,3.94896,0.46966,0.185851,999,1.46444,-1.83769,0.725619,1.46444,1.83769,4.03251,326.5,5.1015625,307,4.796875,,,,,,,,,,,,,,,,,,,"Steven Okert","13580",595345
"Cody Bradford","TEX",2.69363,2.80819,1.73712,4.2458,18.1096,5.39612,0,0.85322,0,42.5668,175.523,40.756,21.8273,20.0811,6.25138,9.66796,0.505567,1.22937,37.0744,7.83873,2.04412,3.83477,1.32174,0.211223,0.0550809,0.15614178404211998,0.247568,1.18458,0.284458,0.686232,,,4.0704,0.46607,0.267287,999,2.55938,0.180495,0.981144,2.55938,-0.180495,3.69181,182.79999999999998,4.251162790697674,182,4.232558139534884,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Kevin Ginkel","ARI",3.30804,3.1782,0,3.95243,57.5463,0,12.8761,8.95641,3.61487,59.7589,252.395,54.56,28.5257,26.2436,6.02314,21.0886,0.825845,2.85988,61.0393,9.19284,3.17605,2.89443,0.907117,0.241841,0.0835539,0.15828673541545868,0.238831,1.2659,0.300754,0.701064,,,3.60482,0.46584,0.302944,731.2899780273438,3.41631,-0.60888,1.12328,3.41631,0.60888,3.50229,378.20000000000005,6.303333333333334,373,6.216666666666667,,,,,,,,,,,,,,,,,,,"Kevin Ginkel","19876",656464
"Phil Maton","CHC",3.39258,2.9074,0,3.70602,64.2823,0,5.4384,16.1699,2.95657,65.4178,274.356,54.345,29.2801,26.9377,6.9004,24.2415,1.4034,5.40347,70.688,9.72506,3.33507,2.91599,0.949338,0.257651,0.0883578,0.16929305344820023,0.222079,1.2013,0.283891,0.715353,,,3.70477,0.463355,0.509414,693.52001953125,2.21956,0.332181,0.826392,2.21956,-0.332181,3.89814,398.5,6.130769230769231,378,5.815384615384615,,,,,,,,,,,,,,,,,,,"Phil Maton","18064",664208
"Shawn Armstrong","CLE",3.20297,2.70061,0,3.80148,65.0782,0.40908,2.56634,16.6404,2.02321,68.7655,285.597,60.8918,31.5713,29.0456,7.98443,20.835,0.753718,3.76224,68.2275,8.92958,2.72687,3.27466,1.045,0.238894,0.0729525,0.16594192385673523,0.233302,1.18848,0.286314,0.710935,,,3.73332,0.463217,0.328009,999,1.06601,0.808306,0.796828,1.06601,-0.808306,3.93756,397.6,5.76231884057971,385,5.579710144927536,,,,,,,,,,,,,,,,,,,"Shawn Armstrong","12857",542888
"Jimmy Herget","COL",2.57261,2.83543,0.453204,4.47337,64.0852,0.619767,2.29816,9.03282,1.80599,72.968,312.798,73.3161,39.4218,36.2681,10.4877,23.1476,1.74916,3.99757,67.1339,8.28041,2.85507,2.90025,1.29357,0.214624,0.0740018,0.14062177389860153,0.256662,1.322,0.302014,0.697496,,,4.27958,0.461889,0.488674,999,1.94465,0.201354,0.538922,1.94465,-0.201354,4.28144,326.40000000000003,4.471232876712329,334,4.575342465753424,,,,,,,,,,,,,,,,,,,"Jimmy Herget","17556",623474
"Drew Pomeranz","LAA",2.30915,2.38746,0.30645,3.80956,55.7617,0.449722,1.87592,8.93631,1.75555,55.6775,233.138,49.0121,25.6167,23.5674,7.3301,19.0128,1.12044,3.22788,60.3214,9.75068,3.07334,3.17267,1.18488,0.258737,0.0815518,0.17718502134084702,0.232398,1.22177,0.290982,0.734178,,,3.87818,0.454826,0.326724,999,1.42905,-1.48407,0.889597,1.42905,1.48407,3.81387,300.9000000000001,5.373214285714288,289,5.160714285714286,,,,,,,,,,,,,,,,,,,"Drew Pomeranz","11426",519141
"Mitchell Parker","WSN",4.38654,5.997,4.17669,4.7278,39.2939,10.0753,0.184099,0.829567,0,87.4307,376.443,89.6954,49.9221,45.9283,12.3247,29.9779,0.848413,2.34689,66.3375,6.82869,3.08588,2.21288,1.26869,0.176222,0.0796345,0.09658720344305038,0.260652,1.36878,0.291463,0.68104,,,4.55936,0.453721,0.14511,999,2.7699,-0.26929,0.381582,2.7699,0.26929,4.49122,302.20000000000005,3.473563218390805,319,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Mitchell Parker","27636",680730
"Luis Medina","ATH",4.38606,5.69502,4.21342,4.73774,34.1746,12.7851,0,0.805315,0,91.8786,405.058,89.5775,52.5721,48.3663,12.1127,42.7707,1.57991,5.34308,81.5956,7.99273,4.18962,1.90775,1.18651,0.201442,0.105592,0.09585025906562805,0.250957,1.44047,0.294279,0.691358,,,4.64382,0.44612,0.201699,999,3.99395,-0.376573,0.578533,3.99395,0.376573,4.22862,323.20000000000005,3.51304347826087,328,3.5652173913043477,,,,,,,,,,,,,,,,,,,"Luis Medina","21649",665622
"Brooks Raley","NYM",3.02896,2.1612,0,3.73837,59.1303,0,1.08239,14.6213,1.31334,58.1598,241.988,50.0662,26.2588,24.1581,6.6767,18.9898,0.811811,3.68672,56.8181,8.79239,2.93859,2.99204,1.03319,0.234798,0.0784741,0.156323604285717,0.228288,1.18735,0.278466,0.716768,,,3.84336,0.445242,0.441812,999,2.84915,1.97079,0.896894,2.84915,-1.97079,3.80414,323.1,5.570689655172414,309,5.327586206896552,,,,,,,,,,,,,,,,,,,"Brooks Raley","10061",548384
"Germán Márquez",,4.3012,7.68991,5.48873,5.29803,20.3729,20.158,0,0.18273,0,105.124,461.109,116.206,67.2643,61.8832,17.3997,38.1488,0.865611,3.6639,77.6013,6.64371,3.26604,2.03418,1.48965,0.168293,0.0827326,0.08556004613637924,0.277146,1.46832,0.304681,0.669952,,,5.00371,0.444704,-0.115442,999,4.89922,-0.332075,1.11675,4.89922,0.332075,3.511,296.29999999999995,2.8219047619047615,334,3.1809523809523808,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Andrew Kittredge","BAL",4.08412,3.83973,0,3.71996,63.7499,0,7.11116,17.308,3.3159,66.0751,271.881,60.7671,29.6856,27.3107,8.625,16.8278,1.34712,2.00725,65.5871,8.93353,2.29209,3.89755,1.1748,0.241235,0.061894,0.17934085428714752,0.240143,1.17434,0.291568,0.731218,,,3.70201,0.439302,0.369386,730.6699829101562,1.90064,0.554073,0.873189,1.90064,-0.554073,3.83575,397.1,6.016666666666667,391,5.924242424242424,,,,,,,,,,,,,,,,,,,"Andrew Kittredge","12828",552640
"Bennett Sousa","HOU",2.73177,1.60884,0,3.63856,46.4867,0,0.777012,4.60908,0.878442,49.7876,204.946,41.8966,21.8787,20.1284,5.96301,16.704,0.734911,1.46309,53.6902,9.70546,3.01955,3.21421,1.07792,0.261973,0.0815046,0.1804681345820427,0.224312,1.17701,0.282663,0.73075,,,3.63004,0.434844,0.376878,999,2.95977,3.55701,0.978203,2.95977,-3.55701,3.69573,266,5.32,251,5.02,,,,,,,,,,,,,,,,,,,"Bennett Sousa","21345",656986
"Cade Povich","BAL",1.81168,2.43145,1.70019,4.34121,16.3264,5.96377,0,0.744495,0,41.9251,177.994,39.6643,21.9814,20.2229,5.80699,15.0777,0.712636,1.2499,40.571,8.70931,3.23671,2.69079,1.24658,0.227934,0.0847091,0.14322533458471298,0.245347,1.30571,0.293675,0.702834,,,4.16869,0.433621,0.24596,999,2.50229,-1.01969,0.882892,2.50229,1.01969,3.82281,171,4.071428571428571,170,4.0476190476190474,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Braydon Fisher","TOR",3.04947,1.95919,0,3.75351,48.8175,0.0907931,0.992092,5.4765,1.13129,50.5227,212.173,41.7163,22.9031,21.0708,5.98481,21.0988,1.25633,2.33714,56.7912,10.1167,3.7585,2.69167,1.06612,0.267664,0.0994415,0.16822262108325958,0.221028,1.24331,0.28367,0.733187,,,3.81855,0.425628,0.325059,999,1.8991,0.872675,0.829663,1.8991,-0.872675,3.89378,264.40000000000003,5.184313725490196,247,4.8431372549019605,,,,,,,,,,,,,,,,,,,"Braydon Fisher","24609",680755
"Andrew Nardi","MIA",2.26949,1.70731,0,3.80856,48.3468,0,0.178372,5.59532,2.65645,47.9758,200.866,40.6368,22.0675,20.3021,5.83363,18.7036,0.977704,1.91605,57.3078,10.7506,3.5087,3.06399,1.09436,0.285304,0.093115,0.19218862056732178,0.225451,1.23688,0.297196,0.728366,,,3.61622,0.422836,0.371787,999,2.67137,-0.985256,0.886634,2.67137,0.985256,3.81782,249.80000000000004,5.2041666666666675,237,4.9375,,,,,,,,,,,,,,,,,,,"Andrew Nardi","25942",677053
"Tanner Banks","PHI",2.80622,2.23732,0,3.92417,58.0507,0.140178,0.0698849,8.2815,2.44833,61.8013,257.401,58.3155,29.2897,26.9465,8.13799,17.1297,1.27308,2.11404,57.8347,8.42234,2.49456,3.37629,1.18512,0.224687,0.0665485,0.15813840925693512,0.244861,1.22077,0.291417,0.720594,,,3.90948,0.417788,0.429164,999,1.19184,-0.158764,0.799466,1.19184,0.158764,3.93405,300.59999999999997,4.848387096774193,297,4.790322580645161,,,,,,,,,,,,,,,,,,,"Tanner Banks","16990",621383
"Jordan Wicks","CHC",1.96309,2.05959,0.816498,4.01648,21.6662,2.71666,0.284792,0.977492,0,38.2454,161.483,36.9235,18.5522,17.068,4.42606,12.3007,0.187185,0.964341,33.925,7.9833,2.89464,2.75796,1.04155,0.210084,0.0761736,0.13391054421663284,0.249117,1.28706,0.29579,0.712844,,,3.90605,0.41771,0.255174,999,2.07201,-0.330464,1.0153,2.07201,0.330464,3.64626,168.8,4.442105263157895,171,4.5,,,,,,,,,,,,,,,,,,,"Jordan Wicks","30094",696136
"Brant Hurter","DET",2.85221,2.38754,0,3.63639,43.4005,0.280212,0.0379093,5.96565,0,53.3586,225.478,49.3921,23.4339,21.5592,4.94593,16.8797,1.41908,3.93264,47.8341,8.06818,2.8471,2.83382,0.834231,0.212145,0.0748619,0.1372835338115692,0.241331,1.24201,0.292629,0.721814,,,3.71735,0.416335,0.453118,999,1.5472,0.424641,0.93934,1.5472,-0.424641,3.74755,260.30000000000007,4.911320754716982,257,4.849056603773585,,,,,,,,,,,,,,,,,,,"Brant Hurter","30133",676428
"Paul Blackburn","NYY",2.63351,3.83061,1.19984,4.45938,45.9106,3.55298,0.0458518,6.51303,0,65.1088,277.445,65.2295,35.0658,32.2605,9.01695,20.2557,0.69266,2.49287,55.4404,7.66355,2.79995,2.73703,1.24642,0.199825,0.0730081,0.1268172338604927,0.256107,1.31296,0.295484,0.69199,,,4.28068,0.415121,0.10458,999,3.01607,-0.204028,0.55553,3.01607,0.204028,4.25929,273.3,4.204615384615384,280,4.3076923076923075,,,,,,,,,,,,,,,,,,,"Paul Blackburn","14739",621112
"Dennis Santana","PIT",3.77672,3.21593,0,3.94704,63.8672,0,23.4693,7.31963,3.37156,67.11,282.038,61.417,31.991,29.4318,7.12972,22.9369,0.832101,3.1987,62.1607,8.33626,3.07602,2.71008,0.956155,0.220398,0.0813254,0.1390727385878563,0.240002,1.25695,0.29091,0.704064,,,3.83208,0.409499,0.405844,151.86000061035156,2.31418,0.2095,1.68047,2.31418,-0.2095,2.75937,440.0999999999999,6.568656716417909,433,6.462686567164179,,,,,,,,,,,,,,,,,,,"Dennis Santana","17878",642701
"Bryan Baker","TBR",2.87887,2.58609,0,3.99573,61.6851,0,1.02262,11.8504,3.25322,64.1176,266.94,55.7157,30.9416,28.4663,8.8863,22.5129,1.00167,2.12874,69.8855,9.80961,3.16007,3.10424,1.24734,0.261802,0.0843371,0.17746533453464508,0.229947,1.22008,0.286372,0.718781,,,3.9099,0.403451,0.24988,999,1.73232,-0.363576,0.702811,1.73232,0.363576,4.06292,335.30000000000007,5.239062500000001,321,5.015625,,,,,,,,,,,,,,,,,,,"Bryan Baker","19804",641329
"Luis Garcia",,2.41863,1.79516,0.250496,4.07277,39.2283,3.42297,0.288845,6.5329,1.3887,53.0031,226.197,50.5554,26.0712,23.9855,6.90628,18.6533,0.228082,2.74969,48.9054,8.3042,3.16735,2.62182,1.1727,0.216207,0.0824645,0.13374222069978714,0.246859,1.30575,0.292981,0.724514,,,4.19507,0.399845,0.329184,999,2.66373,0.11811,0.782442,2.66373,-0.11811,3.95674,233.50000000000003,4.405660377358491,234,4.415094339622642,,,,,,,,,,,,,,,,,,,"Luis Garcia","23735",677651
"Martín Pérez","ATL",2.42448,2.92092,2.90491,4.56303,9.49181,9.19192,0,0.0867432,0,49.903,216.511,51.2211,27.5011,25.301,6.73204,18.3401,0.243779,1.7323,38.1102,6.87316,3.30763,2.07797,1.21412,0.176019,0.0847074,0.0913119986653328,0.260748,1.39393,0.29347,0.699412,,,4.56818,0.395423,0.357108,999,1.28358,0.500341,0.693223,1.28358,-0.500341,4.0757,167.29999999999998,3.3459999999999996,175,3.5,,,,,,,,,,,,,,,,,,,"Martin Perez","6902",527048
"Sawyer Gipson-Long","DET",1.76418,2.06517,0.991709,4.1535,25.5566,3.52919,0,2.84872,0,42.2688,176.298,39.7759,21.2033,19.507,5.79156,11.3549,0.297789,2.16487,38.253,8.14494,2.41771,3.36886,1.23315,0.216979,0.0644073,0.1525719240307808,0.244357,1.20966,0.286223,0.695622,,,4.06593,0.394977,0.271697,999,1.95958,0.369819,1.0301,1.95958,-0.369819,3.62653,182,4.333333333333333,181,4.309523809523809,,,,,,,,,,,,,,,,,,,"Sawyer Gipson-Long","26048",687830
"Jason Adam","SDP",2.86649,1.72973,0,3.40995,44.2843,0,0.311252,12.0525,2.49703,45.9211,189.92,37.1909,18.9117,17.3987,5.00047,16.1562,1.26618,2.94314,49.0566,9.61453,3.16643,3.0364,0.980035,0.258301,0.0850682,0.1732325404882431,0.217718,1.16171,0.275687,0.743,,,3.66193,0.394833,0.518191,999,2.17622,2.66209,1.06636,2.17622,-2.66209,3.57819,271.70000000000005,5.906521739130436,254,5.521739130434782,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Kyle Finnegan","DET",4.05403,4.36126,0,3.88859,59.6018,0,4.78959,13.078,4.86951,62.0984,260.365,56.6368,29.1637,26.8306,7.02899,21.2523,1.75112,1.78439,58.5498,8.4857,3.08012,2.75499,1.01872,0.224876,0.0816249,0.1432509496808052,0.238643,1.25429,0.288838,0.71604,,,3.83382,0.393795,0.312314,421.1000061035156,1.3353,1.98903,0.750828,1.3353,-1.98903,3.9989,350.49999999999994,5.653225806451612,345,5.564516129032258,,,,,,,,,,,,,,,,,,,"Kyle Finnegan","15009",640448
"Angel Zerpa","MIL",3.12973,2.3212,0,3.68654,58.8076,0.185583,0.0273037,11.2303,2.42124,60.929,256.952,57.1208,27.1277,24.9575,6.25553,19.9653,0.935229,2.5623,56.3661,8.326,2.94913,2.8232,0.924022,0.219364,0.0777005,0.14166385680437088,0.243664,1.26518,0.296068,0.731152,,,3.72882,0.392526,0.51144,999,2.97656,-0.803924,0.810715,2.97656,0.803924,3.91905,316.4000000000001,5.186885245901641,314,5.147540983606557,,,,,,,,,,,,,,,,,,,"Angel Zerpa","22717",672582
"Connor Prielipp","MIN",3.08216,3.5366,0.940127,4.12355,42.0399,3.3694,0,3.80932,0,58.854,255.786,58.3494,29.31,26.9652,6.69233,23.124,1.13426,3.04791,55.1659,8.43602,3.53613,2.38566,1.0234,0.215672,0.0904034,0.12526840716600418,0.254119,1.38433,0.307929,0.723444,,,4.07278,0.39203,0.331142,999,3.77606,-1.33665,0.589701,3.77606,1.33665,4.21373,247.7,4.198305084745763,252,4.271186440677966,,,,,,,,,,,,,,,,,,,"Connor Prielipp","sa3020808",687570
"Kody Funderburk","MIN",3.70311,2.80497,0,3.86623,58.9535,0,4.38549,14.3207,2.66036,63.4595,273.978,59.2719,29.6315,27.261,5.39347,26.0097,1.30081,4.10433,60.1467,8.53018,3.68876,2.31248,0.764917,0.219531,0.0949333,0.12459775805473328,0.243053,1.34387,0.302138,0.715934,,,3.76804,0.390422,0.27787,999,3.5953,-2.74084,0.722304,3.5953,2.74084,4.03693,357.30000000000007,5.671428571428573,356,5.650793650793651,,,,,,,,,,,,,,,,,,,"Kody Funderburk","24993",681892
"Walker Buehler",,5.92247,7.43298,5.30312,5.08661,20.2364,19.9103,0,0.182423,0,104.947,464.919,110.639,64.4717,59.3139,16.4857,42.9981,0.540939,5.88521,82.2302,7.05185,3.68741,1.91241,1.41377,0.17687,0.0924852,0.08438486605882645,0.265937,1.46395,0.296715,0.682962,,,5.00754,0.387793,0.163412,999,3.27994,0.6294,1.08955,3.27994,-0.6294,3.54726,308.6,2.9390476190476194,334,3.1809523809523808,,,,,,,,,,,,,,,,,,,"Walker Buehler","19374",621111
"Hayden Birdsong","SFG",2.74924,3.35013,1.61256,4.55952,20.3391,8.01802,0,1.19955,0,54.9742,240.709,50.0207,30.2725,27.8507,7.82101,27.385,0.49196,3.32839,55.0131,9.00638,4.48328,2.00888,1.2804,0.228546,0.113768,0.11477839946746826,0.238199,1.40804,0.286758,0.709237,,,4.65925,0.387348,0.296224,999,1.73466,-0.961556,0.494705,1.73466,0.961556,4.34039,202.60000000000002,3.683636363636364,195,3.5454545454545454,,,,,,,,,,,,,,,,,,,"Hayden Birdsong","31635",806185
"Justin Topa","MIN",2.77251,3.52032,0,3.99594,59.677,0.123647,6.78209,13.718,2.96489,62.6793,267.462,62.5096,30.2491,27.8292,5.9365,19.7663,1.8056,3.31943,52.0361,7.47176,2.8382,2.63257,0.85241,0.194555,0.0739032,0.12065224349498749,0.255793,1.31265,0.303499,0.703399,,,3.81095,0.383534,0.277866,999,1.74503,1.43338,0.917695,1.74503,-1.43338,3.77641,354.6000000000001,5.62857142857143,363,5.761904761904762,,,,,,,,,,,,,,,,,,,"Justin Topa","15145",623437
"Justin Slaten","BOS",4.03396,3.67949,0,4.01651,56.013,0,1.22485,9.06938,3.4972,60.88,255.76,56.7236,29.532,27.1695,7.27299,19.6578,1.61463,2.21753,56.3653,8.33259,2.90605,2.86733,1.07518,0.220384,0.0768605,0.14352349936962128,0.242529,1.25462,0.290466,0.707703,,,3.91444,0.380771,0.272617,999,2.24372,0.271988,0.659213,2.24372,-0.271988,4.12105,304.1000000000001,4.985245901639345,301,4.934426229508197,,,,,,,,,,,,,,,,,,,"Justin Slaten","25648",686580
"Blake Treinen","LAD",3.72877,4.06279,0,3.91073,59.8648,0,0.919458,13.9434,4.44646,59.8762,254.829,53.0399,28.2802,26.0178,7.1192,24.6237,2.81723,2.92597,65.2494,9.80764,3.70118,2.64986,1.07009,0.256051,0.096628,0.15942322462797165,0.233368,1.29707,0.296433,0.72948,,,3.88167,0.373631,0.343403,999,3.49615,-1.51015,0.595766,3.49615,1.51015,4.20565,327.09999999999997,5.451666666666666,316,5.266666666666667,,,,,,,,,,,,,,,,,,,"Blake Treinen","12572",595014
"Brendon Little","TOR",2.36633,2.14046,0,3.58015,52.9142,0,0.0669897,12.9259,2.554,52.4796,227.155,44.2748,22.6914,20.8761,4.26377,28.0031,1.70511,2.16152,56.4534,9.6815,4.8024,2.01597,0.731217,0.248524,0.123277,0.12524650245904922,0.224756,1.37726,0.293609,0.747814,,,3.76426,0.370523,0.378583,999,2.41116,-1.92296,0.862859,2.41116,1.92296,3.84952,295.20000000000005,5.676923076923078,282,5.423076923076923,,,,,,,,,,,,,,,,,,,"Brendon Little","21574",663893
"Jack Dreyer","LAD",1.98513,1.44174,0,3.86493,42.4795,0.266496,0.339734,5.66222,0.942315,45.1386,187.508,39.563,21.0698,19.3842,5.35596,15.372,1.57091,1.2194,44.2587,8.82455,3.06495,2.87918,1.0679,0.236037,0.0819804,0.154056116938591,0.231476,1.21703,0.282,0.713904,,,3.81934,0.370377,0.257583,999,2.24483,1.45001,1.01262,2.24483,-1.45001,3.64984,231.5,5.144444444444445,224,4.977777777777778,,,,,,,,,,,,,,,,,,,"Jack Dreyer","30249",676263
"Justin Wrobleski","LAD",2.80622,2.63285,0.816393,4.21095,31.7367,2.90543,0.222918,2.89903,0,52.5492,222.015,49.677,26.7249,24.5869,6.69738,17.5063,0.853362,1.91335,48.8729,8.37037,2.99828,2.79173,1.14705,0.220133,0.0788521,0.1412813663482666,0.245203,1.27848,0.292329,0.699888,,,4.04056,0.367623,0.251641,999,1.82876,-0.898877,0.744603,1.82876,0.898877,4.0072,226.10000000000002,4.266037735849057,224,4.226415094339623,,,,,,,,,,,,,,,,,,,"Justin Wrobleski","31204",680736
"Justin Wilson",,1.80886,1.66775,0,3.76733,44.8731,0,0.0764995,6.68927,2.15822,43.2116,182.126,38.8775,19.6609,18.088,4.98767,15.75,1.23925,1.75246,46.3768,9.65925,3.28036,2.94457,1.03882,0.254642,0.0864786,0.16816331446170807,0.236161,1.26419,0.299225,0.733902,,,3.70427,0.36509,0.252943,999,2.76026,-1.35818,0.99291,2.76026,1.35818,3.67612,221.29999999999998,5.1465116279069765,216,5.023255813953488,,,,,,,,,,,,,,,,,,,"Justin Wilson","4301",458677
